# Nymara wildlife, written by tools/author_region_content.py.
#
# Every creature here draws a reviewed model in the client (`model: final`
# in creatures.txt). The placeholder species keep their definitions for
# invasions and quest text, but none of them stands in a field.
#
# Tiles are chosen on the generated server maps: walkable, reachable from
# an arrival under the climb rule, footprint on open ground, clear of
# arrivals, portals, NPC posts and service points. Re-run the tool after a
# map package changes rather than editing a coordinate by hand.

# mirrorhold
spawn | mirrorhold | river_otter | 112 | 379
spawn | manymouth_delta | reed_mask_hunter | 358 | 255
spawn | manymouth_delta | drowned_lich_king | 439 | 351
spawn | manymouth_delta | drowned_lich_king | 431 | 377
spawn | manymouth_delta | drowned_lich_king | 378 | 123
spawn | manymouth_delta | mire_kelpie | 258 | 253
spawn | manymouth_delta | mire_kelpie | 276 | 250
spawn | manymouth_delta | mire_kelpie | 277 | 262

# drowned_crown
spawn | drowned_crown | saltmarsh_crocodile | 252 | 48
spawn | drowned_crown | abyssal_armored_fish | 322 | 103
spawn | drowned_crown | abyssal_armored_fish | 251 | 228

# --- Batch 3 wildlife (actor types 622-659) ---
#
# Three tiles each, chosen against the generated collision maps: the tile and
# all eight of its neighbours walkable, so a big body has room to stand, and
# at least twelve tiles between the three so a pack is not stacked in one
# clearing. Regions are thematic - the glacier things on Whitehorn, the
# treants in the Amberwood, the stone under the Barrens.

# --- end of the batch 3 wildlife ---

# --- Batch 4 wildlife (actor types 660-671) ---
#
# Three tiles each, walkable with all eight neighbours walkable, chosen
# against the generated collision maps.


# --- end of the batch 4 wildlife ---

# --- Batch 5 wildlife (actor types 673-685) ---


# --- end of the batch 5 wildlife ---

# --- Nymara secrets, written by tools/author_region_content.py secrets ---
# Written from interiors/<region>_secrets/world.json and the entrance records
# in the region manifests. Object ids: entrances 500+ on their map, a secrets
# map's furniture 600+, its harvest nodes 700+. Re-run `secrets` after a
# secrets package or a region package changes.
spawn | amberwood_secrets | brambleback_boar | 292 | 153
spawn | amberwood_secrets | brambleback_boar | 303 | 153
spawn | amberwood_secrets | brambleback_boar | 308 | 153
spawn | amberwood_secrets | brambleback_boar | 297 | 147
spawn | amberwood_secrets | berry_bramble_boar | 299 | 154
spawn | amberwood_secrets | berry_bramble_boar | 307 | 158
spawn | amberwood_secrets | berry_bramble_boar | 306 | 142
spawn | amberwood_secrets | mossback_boar | 76 | 144
spawn | amberwood_secrets | mossback_boar | 76 | 152
spawn | amberwood_secrets | mossback_boar | 80 | 154
spawn | amberwood_secrets | thornhide_wolf | 90 | 80
spawn | amberwood_secrets | thornhide_wolf | 88 | 75
spawn | amberwood_secrets | thornhide_wolf | 89 | 72
spawn | amethyst_barrens_secrets | crystal_carapace_beetle | 297 | 151
spawn | amethyst_barrens_secrets | crystal_carapace_beetle | 307 | 157
spawn | amethyst_barrens_secrets | crystal_carapace_beetle | 306 | 148
spawn | amethyst_barrens_secrets | crystal_carapace_beetle | 302 | 156
spawn | amethyst_barrens_secrets | amethyst_scorpion | 77 | 155
spawn | amethyst_barrens_secrets | amethyst_scorpion | 75 | 158
spawn | amethyst_barrens_secrets | amethyst_scorpion | 79 | 153
spawn | amethyst_barrens_secrets | crystal_cave_spider | 81 | 84
spawn | amethyst_barrens_secrets | crystal_cave_spider | 76 | 82
spawn | amethyst_barrens_secrets | crystal_cave_spider | 83 | 72
spawn | crownwater_secrets | bronze_tide_crab | 308 | 156
spawn | crownwater_secrets | bronze_tide_crab | 308 | 142
spawn | crownwater_secrets | bronze_tide_crab | 308 | 146
spawn | crownwater_secrets | bronze_tide_crab | 300 | 151
spawn | crownwater_secrets | crystal_shore_crab | 299 | 156
spawn | crownwater_secrets | crystal_shore_crab | 296 | 150
spawn | crownwater_secrets | crystal_shore_crab | 293 | 142
spawn | crownwater_secrets | river_otter | 79 | 145
spawn | crownwater_secrets | river_otter | 80 | 148
spawn | crownwater_secrets | river_otter | 78 | 142
spawn | crownwater_secrets | bronze_diving_beetle | 81 | 80
spawn | crownwater_secrets | bronze_diving_beetle | 82 | 84
spawn | crownwater_secrets | bronze_diving_beetle | 89 | 79
spawn | crownwater_secrets | bronze_diving_beetle | 89 | 77
spawn | four_gates_secrets | riverglass_otter | 232 | 155
spawn | four_gates_secrets | riverglass_otter | 220 | 153
spawn | four_gates_secrets | riverglass_otter | 224 | 143
spawn | four_gates_secrets | riverglass_otter | 237 | 152
spawn | four_gates_secrets | crown_antler_stag | 292 | 146
spawn | four_gates_secrets | crown_antler_stag | 298 | 156
spawn | four_gates_secrets | crown_antler_stag | 304 | 142
spawn | grey_moors_secrets | mossbound_hound | 295 | 150
spawn | grey_moors_secrets | mossbound_hound | 296 | 155
spawn | grey_moors_secrets | mossbound_hound | 291 | 154
spawn | grey_moors_secrets | mossbound_hound | 296 | 158
spawn | grey_moors_secrets | moss_armored_hound | 299 | 145
spawn | grey_moors_secrets | moss_armored_hound | 300 | 151
spawn | grey_moors_secrets | moss_armored_hound | 309 | 155
spawn | grey_moors_secrets | moor_pony | 76 | 136
spawn | grey_moors_secrets | moor_pony | 81 | 140
spawn | grey_moors_secrets | moor_pony | 76 | 157
spawn | grey_moors_secrets | briarhide_wolf | 75 | 83
spawn | grey_moors_secrets | briarhide_wolf | 90 | 70
spawn | grey_moors_secrets | briarhide_wolf | 84 | 85
spawn | manymouth_delta_secrets | delta_mud_crab | 300 | 142
spawn | manymouth_delta_secrets | delta_mud_crab | 293 | 147
spawn | manymouth_delta_secrets | delta_mud_crab | 300 | 150
spawn | manymouth_delta_secrets | delta_mud_crab | 293 | 142
spawn | manymouth_delta_secrets | swamp_heron | 77 | 153
spawn | manymouth_delta_secrets | swamp_heron | 76 | 144
spawn | manymouth_delta_secrets | swamp_heron | 77 | 142
spawn | manymouth_delta_secrets | delta_mud_crab | 84 | 74
spawn | manymouth_delta_secrets | delta_mud_crab | 75 | 83
spawn | manymouth_delta_secrets | delta_mud_crab | 91 | 76
spawn | manymouth_delta_secrets | delta_mud_crab | 79 | 85
spawn | mirrorhold_secrets | frosthorn_elk | 294 | 141
spawn | mirrorhold_secrets | frosthorn_elk | 307 | 145
spawn | mirrorhold_secrets | frosthorn_elk | 306 | 158
spawn | mirrorhold_secrets | crown_antler_stag | 304 | 143
spawn | mirrorhold_secrets | crown_antler_stag | 297 | 153
spawn | mirrorhold_secrets | crown_antler_stag | 294 | 154
spawn | mirrorhold_secrets | riverglass_otter | 75 | 81
spawn | mirrorhold_secrets | riverglass_otter | 91 | 76
spawn | mirrorhold_secrets | riverglass_otter | 85 | 81
spawn | mirrorhold_secrets | riverglass_otter | 78 | 74
spawn | ssarathi_ruins_secrets | delta_mud_crab | 293 | 142
spawn | ssarathi_ruins_secrets | delta_mud_crab | 300 | 157
spawn | ssarathi_ruins_secrets | delta_mud_crab | 291 | 141
spawn | ssarathi_ruins_secrets | delta_mud_crab | 309 | 154
spawn | ssarathi_ruins_secrets | swamp_heron | 77 | 139
spawn | ssarathi_ruins_secrets | swamp_heron | 76 | 147
spawn | ssarathi_ruins_secrets | swamp_heron | 80 | 137
spawn | ssarathi_ruins_secrets | saltmarsh_crocodile | 76 | 84
spawn | ssarathi_ruins_secrets | saltmarsh_crocodile | 90 | 80
spawn | sunmane_steppe_secrets | red_fox | 219 | 146
spawn | sunmane_steppe_secrets | red_fox | 232 | 155
spawn | sunmane_steppe_secrets | red_fox | 237 | 150
spawn | sunmane_steppe_secrets | red_fox | 234 | 151
spawn | sunmane_steppe_secrets | golden_plains_horse | 307 | 143
spawn | sunmane_steppe_secrets | golden_plains_horse | 302 | 154
spawn | sunmane_steppe_secrets | golden_plains_horse | 307 | 153
spawn | verdant_stair_secrets | leafwing_owl | 292 | 142
spawn | verdant_stair_secrets | leafwing_owl | 298 | 147
spawn | verdant_stair_secrets | leafwing_owl | 298 | 157
spawn | verdant_stair_secrets | swamp_heron | 78 | 158
spawn | verdant_stair_secrets | swamp_heron | 81 | 151
spawn | verdant_stair_secrets | swamp_heron | 76 | 152
spawn | verdant_stair_secrets | moonshadow_lynx | 86 | 86
spawn | verdant_stair_secrets | moonshadow_lynx | 81 | 75
spawn | westhaven_secrets | brambleback_boar | 300 | 144
spawn | westhaven_secrets | brambleback_boar | 294 | 143
spawn | westhaven_secrets | brambleback_boar | 293 | 152
spawn | westhaven_secrets | brambleback_boar | 305 | 157
spawn | westhaven_secrets | moss_horn_ram | 303 | 151
spawn | westhaven_secrets | moss_horn_ram | 303 | 140
spawn | westhaven_secrets | moss_horn_ram | 308 | 155
spawn | westhaven_secrets | bronze_tide_crab | 80 | 154
spawn | westhaven_secrets | bronze_tide_crab | 81 | 140
spawn | westhaven_secrets | bronze_tide_crab | 79 | 143
spawn | westhaven_secrets | moss_horn_ram | 88 | 86
spawn | westhaven_secrets | moss_horn_ram | 82 | 76
spawn | westhaven_secrets | moss_horn_ram | 78 | 77
spawn | whitehorn_range_secrets | whitehorn_yak | 292 | 153
spawn | whitehorn_range_secrets | whitehorn_yak | 309 | 155
spawn | whitehorn_range_secrets | whitehorn_yak | 303 | 145
spawn | whitehorn_range_secrets | glacier_crab | 75 | 142
spawn | whitehorn_range_secrets | glacier_crab | 79 | 136
spawn | whitehorn_range_secrets | glacier_crab | 81 | 157
spawn | whitehorn_range_secrets | thornhide_wolf | 81 | 82
spawn | whitehorn_range_secrets | thornhide_wolf | 83 | 85
spawn | whitehorn_range_secrets | thornhide_wolf | 80 | 76
# --- end of the Nymara secrets ---
