# map | object_id | x | y | role | target | player-facing text
emberhaven | 16 | 94 | 58 | portal | maps.txt | The obelisk hums and the road ahead opens.
grey_moors_secrets | 618 | 295 | 7 | information | lore | Mora Fen's ghost orchids grow in one patch on this moor. A task names the patch; look for the flowers, not the tile.
grey_moors_secrets | 619 | 300 | 12 | water_source | refreshment | Rainwater from the cistern.
# manymouth_delta: secret entrances
manymouth_delta | 500 | 320 | 240 | secret | key:Iron Rune | A hide of cut reeds, and a plank floor under it where there should be mud.
manymouth_delta | 501 | 228 | 267 | secret | maps.txt | An arch so grown with vine it reads as hedge.
manymouth_delta | 502 | 170 | 303 | secret | maps.txt | A hide of cut reeds, and a plank floor under it where there should be mud.
manymouth_delta | 503 | 336 | 87 | secret | maps.txt | A hide of cut reeds, and a plank floor under it where there should be mud.
manymouth_delta | 504 | 298 | 261 | secret | maps.txt | A hide of cut reeds, and a plank floor under it where there should be mud.
manymouth_delta | 505 | 233 | 168 | secret | key:Storage Token | A cracked flagstone that rings hollow underfoot.
manymouth_delta | 506 | 179 | 301 | secret | maps.txt | A hide of cut reeds, and a plank floor under it where there should be mud.
manymouth_delta | 507 | 250 | 286 | secret | maps.txt | A knot of roots grown over a door frame.
manymouth_delta | 508 | 272 | 23 | secret | maps.txt | A cracked flagstone that rings hollow underfoot.
manymouth_delta | 509 | 424 | 286 | secret | key:Shell | A shrine slab with fresh scratches where it has been slid aside.
manymouth_delta | 510 | 337 | 215 | secret | maps.txt | A cellar hatch under the leaves.
manymouth_delta | 511 | 409 | 323 | secret | maps.txt | A loose stone in the rock; something moves behind it.
manymouth_delta | 512 | 488 | 138 | secret | maps.txt | A cellar hatch under the leaves.
manymouth_delta | 513 | 371 | 138 | secret | key:Iron Rune | A cracked flagstone that rings hollow underfoot.
manymouth_delta_secrets | 600 | 293 | 7 | information | lore | Rest here and the breath comes back twice as fast.
manymouth_delta_secrets | 601 | 295 | 7 | information | lore | A field station mixes what a bench mixes. Two ingredients a step apart is what a garden is for.
manymouth_delta_secrets | 602 | 300 | 12 | water_source | refreshment | Rainwater from the cistern.
manymouth_delta_secrets | 603 | 293 | 141 | training | combat | The post lists your recent combat results.
manymouth_delta_secrets | 604 | 149 | 5 | crafting_station | field | A bench for ordinary mixing and crafting.
manymouth_delta_secrets | 605 | 154 | 5 | storage | shared | A cache; it opens your shared storage.
manymouth_delta_secrets | 606 | 231 | 11 | crafting_station | field | A bench for ordinary mixing and crafting.
manymouth_delta_secrets | 607 | 227 | 15 | information | lore | The stelae record the channels in the order they were claimed. What is made under the moot is recorded the same way, and counts double.
manymouth_delta_secrets | 608 | 227 | 6 | storage | shared | A cache; it opens your shared storage.
manymouth_delta_secrets | 609 | 230 | 147 | water_source | refreshment | Cold water from the garden well.
manymouth_delta_secrets | 610 | 76 | 86 | training | combat | Nothing casts within these stones. The post lists your recent combat results.
manymouth_delta_secrets | 611 | 76 | 12 | information | lore | The ruling under rebuke still stands. Nobody has moved to rebuke the rebuke.
manymouth_delta_secrets | 612 | 87 | 12 | information | lore | Verification of the lineage lapsed in the year the tenth stone was cut blank.
manymouth_delta_secrets | 613 | 76 | 10 | information | lore | The flooded labyrinth was a granary before the water came, and the water was let in.
manymouth_delta_secrets | 614 | 82 | 6 | scenery_effect | relic | The court's relic room, opened with a shell.
manymouth_delta_secrets | 615 | 292 | 75 | information | lore | The study's under-deck. Books read three times as fast over the water.
manymouth_delta_secrets | 616 | 301 | 75 | information | lore | The tenth stela is blank. The scribe says the tenth channel was never claimed; the hermit says it was claimed twice.
manymouth_delta_secrets | 617 | 307 | 75 | information | lore | The delta's centre is open water. The walkways are the roads; step off one and you swim.
manymouth_delta_secrets | 618 | 11 | 12 | water_source | refreshment | The spring is warm and mineral; it restores you.
manymouth_delta_secrets | 619 | 79 | 156 | training | combat | The butts list your recent combat results.
# manymouth_flooded_labyrinth: secret entrances
manymouth_flooded_labyrinth | 500 | 173 | 254 | secret | maps.txt | A cellar hatch under the leaves.
# mirrorhold: secret entrances
mirrorhold | 500 | 339 | 215 | secret | maps.txt | A loose stone in the rock; something moves behind it.
mirrorhold | 501 | 216 | 212 | secret | maps.txt | A loose stone in the rock; something moves behind it.
mirrorhold | 502 | 177 | 94 | secret | maps.txt | An iron drain grate, its bolts drawn.
mirrorhold | 503 | 266 | 230 | secret | key:Reed | A shrine slab with fresh scratches where it has been slid aside.
mirrorhold | 504 | 163 | 229 | secret | maps.txt | A crack in the ice, wider than it looks, and warm air rising from it.
mirrorhold | 505 | 168 | 268 | secret | key:Iron Rune | A seam of crystal that hums at a touch; the rock behind it is thin.
mirrorhold | 506 | 271 | 141 | secret | maps.txt | An iron drain grate, its bolts drawn.
mirrorhold | 507 | 190 | 296 | secret | key:Storage Token | A cracked flagstone that rings hollow underfoot.
mirrorhold | 508 | 290 | 167 | secret | maps.txt | An arch so grown with vine it reads as hedge.
mirrorhold | 509 | 159 | 73 | secret | maps.txt | A hide of cut reeds, and a plank floor under it where there should be mud.
mirrorhold | 510 | 168 | 201 | secret | maps.txt | A cracked flagstone that rings hollow underfoot.
mirrorhold | 511 | 319 | 136 | secret | maps.txt | A loose stone in the rock; something moves behind it.
mirrorhold | 512 | 194 | 21 | secret | maps.txt | A cellar hatch under the leaves.
mirrorhold | 513 | 184 | 129 | secret | key:Iron Rune | A cracked flagstone that rings hollow underfoot.
mirrorhold_secrets | 600 | 11 | 12 | water_source | refreshment | The spring is warm and mineral; it restores you.
mirrorhold_secrets | 601 | 149 | 5 | crafting_station | field | A bench for ordinary mixing and crafting.
mirrorhold_secrets | 602 | 154 | 5 | storage | shared | A cache; it opens your shared storage.
mirrorhold_secrets | 603 | 76 | 86 | training | combat | Nothing casts within these stones. The post lists your recent combat results.
mirrorhold_secrets | 604 | 76 | 12 | information | lore | The citadel was the first lens: a city built to look at one thing.
mirrorhold_secrets | 605 | 87 | 12 | information | lore | The ringing face is not marble. The blank drawn out of it rang because it was hollow.
mirrorhold_secrets | 606 | 76 | 10 | information | lore | The range is a bowl with no way out but the cols on its northern rim; the roads that leave, leave by them.
mirrorhold_secrets | 607 | 82 | 6 | scenery_effect | relic | The shrine's own relic room, opened with a reed the basins grew.
mirrorhold_secrets | 608 | 230 | 147 | water_source | refreshment | Cold water from the garden well.
mirrorhold_secrets | 609 | 231 | 11 | crafting_station | field | A bench for ordinary mixing and crafting.
mirrorhold_secrets | 610 | 227 | 15 | information | lore | Eleven stones, eleven lengths. A shard tuned against all of them is a shard the Barrens factor will sign for.
mirrorhold_secrets | 611 | 227 | 6 | storage | shared | A cache; it opens your shared storage.
mirrorhold_secrets | 612 | 293 | 7 | information | lore | Rest here and the breath comes back twice as fast.
mirrorhold_secrets | 613 | 295 | 7 | information | lore | Every crossing to a neighbouring region has a waygate two tiles inside it, so you see the border before you step over it.
mirrorhold_secrets | 614 | 300 | 12 | water_source | refreshment | Rainwater from the cistern.
mirrorhold_secrets | 615 | 292 | 75 | information | lore | The gallery's under-room. Books read three times as fast in the quiet.
mirrorhold_secrets | 616 | 301 | 75 | information | lore | The quarry face rings when it is struck and the blank rang clean. Foreman Hesk hung a bell to test it; he does not trust the note.
mirrorhold_secrets | 617 | 307 | 75 | information | lore | A lens ground here is checked against the mirror basins before it leaves the city.
mirrorhold_secrets | 618 | 293 | 141 | training | combat | The post lists your recent combat results.
mirrorhold_secrets | 619 | 79 | 156 | training | combat | The butts list your recent combat results.
# mirrorhold_interiors: secret entrances
mirrorhold_interiors | 500 | 178 | 155 | secret | maps.txt | An iron drain grate, its bolts drawn.
# resonant_vault: secret entrances
resonant_vault | 500 | 69 | 231 | secret | key:Iron Rune | A seam of crystal that hums at a touch; the rock behind it is thin.
# ssarathi_royal_archive: secret entrances
ssarathi_royal_archive | 500 | 29 | 174 | secret | key:Storage Token | A cracked flagstone that rings hollow underfoot.
# ssarathi_ruins: secret entrances
ssarathi_ruins | 500 | 77 | 171 | secret | maps.txt | An iron drain grate, its bolts drawn.
ssarathi_ruins | 501 | 143 | 362 | secret | maps.txt | An iron drain grate, its bolts drawn.
ssarathi_ruins | 502 | 338 | 315 | secret | maps.txt | A loose stone in the rock; something moves behind it.
ssarathi_ruins | 503 | 181 | 137 | secret | maps.txt | A cellar hatch under the leaves.
ssarathi_ruins | 504 | 272 | 201 | secret | maps.txt | A loose stone in the rock; something moves behind it.
ssarathi_ruins | 505 | 111 | 212 | secret | maps.txt | A cracked flagstone that rings hollow underfoot.
ssarathi_ruins | 506 | 317 | 30 | secret | maps.txt | A knot of roots grown over a door frame.
ssarathi_ruins | 507 | 271 | 189 | secret | maps.txt | A cracked flagstone that rings hollow underfoot.
ssarathi_ruins | 508 | 304 | 30 | secret | maps.txt | A knot of roots grown over a door frame.
ssarathi_ruins | 509 | 89 | 234 | secret | maps.txt | A cellar hatch under the leaves.
ssarathi_ruins | 510 | 346 | 196 | secret | maps.txt | An arch so grown with vine it reads as hedge.
ssarathi_ruins | 511 | 305 | 258 | secret | key:Flint | A shrine slab with fresh scratches where it has been slid aside.
ssarathi_ruins | 512 | 179 | 238 | secret | key:Iron Rune | A cracked flagstone that rings hollow underfoot.
ssarathi_ruins | 513 | 204 | 173 | secret | key:Iron Rune | A cracked flagstone that rings hollow underfoot.
ssarathi_ruins_secrets | 600 | 76 | 86 | training | combat | Nothing casts within these stones. The post lists your recent combat results.
ssarathi_ruins_secrets | 601 | 11 | 12 | water_source | refreshment | The spring is warm and mineral; it restores you.
ssarathi_ruins_secrets | 602 | 149 | 5 | crafting_station | field | A bench for ordinary mixing and crafting.
ssarathi_ruins_secrets | 603 | 154 | 5 | storage | shared | A cache; it opens your shared storage.
ssarathi_ruins_secrets | 604 | 293 | 141 | training | combat | The post lists your recent combat results.
ssarathi_ruins_secrets | 605 | 230 | 147 | water_source | refreshment | Cold water from the garden well.
ssarathi_ruins_secrets | 606 | 292 | 75 | information | lore | The plaza's under-room. Books read three times as fast in the jade quiet.
ssarathi_ruins_secrets | 607 | 301 | 75 | information | lore | The royal archive is the room behind the sun vault. It was entered from the steppe once, by mistake, on paper.
ssarathi_ruins_secrets | 608 | 307 | 75 | information | lore | North falls and east falls drain the same cistern. The cistern shaft is the honest way down.
ssarathi_ruins_secrets | 609 | 79 | 156 | training | combat | The butts list your recent combat results.
ssarathi_ruins_secrets | 610 | 293 | 7 | information | lore | Rest here and the breath comes back twice as fast.
ssarathi_ruins_secrets | 611 | 295 | 7 | information | lore | A secret that asks for an item asks for it in your pack, not in your hand. It is not used up.
ssarathi_ruins_secrets | 612 | 300 | 12 | water_source | refreshment | Rainwater from the cistern.
ssarathi_ruins_secrets | 613 | 76 | 12 | information | lore | The ruling under rebuke was written in the archive and read at the stelae. The two copies differ by one name.
ssarathi_ruins_secrets | 614 | 87 | 12 | information | lore | Verification lapsed when the copyist who kept it drowned in the cistern, or left.
ssarathi_ruins_secrets | 615 | 76 | 10 | information | lore | The tenth mouth of the delta was claimed by the ruins and the claim was never carried down.
ssarathi_ruins_secrets | 616 | 82 | 6 | scenery_effect | relic | Opened with sunstone flint, the stela's own fire.
ssarathi_ruins_secrets | 617 | 231 | 11 | crafting_station | field | A bench for ordinary mixing and crafting.
ssarathi_ruins_secrets | 618 | 227 | 15 | information | lore | The archive holds the lineage; the stelae hold the order. What is made under the sun vault is copied into both and counts double.
ssarathi_ruins_secrets | 619 | 227 | 6 | storage | shared | A cache; it opens your shared storage.
# sunmane_steppe: secret entrances
sunmane_steppe | 500 | 163 | 73 | secret | key:Woven Charm | A cracked flagstone that rings hollow underfoot.
sunmane_steppe | 501 | 108 | 217 | secret | key:Bones | A shrine slab with fresh scratches where it has been slid aside.
sunmane_steppe | 502 | 48 | 99 | secret | maps.txt | A cellar hatch under the leaves.
sunmane_steppe | 503 | 130 | 284 | secret | maps.txt | A cairn built over nothing, or over something.
sunmane_steppe | 504 | 285 | 313 | secret | maps.txt | A loose stone in the rock; something moves behind it.
sunmane_steppe | 505 | 111 | 127 | secret | key:Storage Token | A cracked flagstone that rings hollow underfoot.
sunmane_steppe | 506 | 179 | 74 | secret | maps.txt | A cellar hatch under the leaves.
sunmane_steppe | 507 | 62 | 256 | secret | maps.txt | A cellar hatch under the leaves.
sunmane_steppe | 508 | 122 | 335 | secret | maps.txt | A sink in the sand that never fills.
sunmane_steppe | 509 | 69 | 268 | secret | maps.txt | A sink in the sand that never fills.
sunmane_steppe | 510 | 149 | 63 | secret | maps.txt | A sink in the sand that never fills.
sunmane_steppe | 511 | 61 | 198 | secret | maps.txt | A loose stone in the rock; something moves behind it.
sunmane_steppe | 512 | 238 | 153 | secret | key:Iron Rune | A loose stone in the rock; something moves behind it.
sunmane_steppe | 513 | 76 | 66 | secret | maps.txt | A dry well. Handholds have been cut into its shaft.
sunmane_steppe_secrets | 600 | 292 | 83 | information | lore | The fourth well hummed because it was dug into something that answers.
sunmane_steppe_secrets | 601 | 303 | 83 | information | lore | Foals born the season the well hummed would not stand. The herd-mother moved the herd; the hum did not follow.
sunmane_steppe_secrets | 602 | 292 | 79 | information | lore | Shard crates hum on the road south and stop at the border. The shard-hauler has stopped asking why.
sunmane_steppe_secrets | 603 | 298 | 77 | scenery_effect | relic | Under the barrow field, opened with bones as the Orun open a barrow.
sunmane_steppe_secrets | 604 | 148 | 74 | information | lore | The caravanserai's under-room. Books read three times as fast off the road.
sunmane_steppe_secrets | 605 | 157 | 74 | information | lore | The well hummed, the crates hum, and the foals will not stand. The salt reader says it is the same hum.
sunmane_steppe_secrets | 606 | 163 | 74 | information | lore | The east gate leads nowhere. The roads out are west, north and south.
sunmane_steppe_secrets | 607 | 149 | 6 | information | lore | Rest here and the breath comes back twice as fast.
sunmane_steppe_secrets | 608 | 151 | 6 | information | lore | A desert station and a well restore food; each can be used again after five minutes.
sunmane_steppe_secrets | 609 | 156 | 11 | water_source | refreshment | Rainwater from the cistern.
sunmane_steppe_secrets | 610 | 221 | 140 | training | combat | The post lists your recent combat results.
sunmane_steppe_secrets | 611 | 87 | 10 | crafting_station | field | A bench for ordinary mixing and crafting.
sunmane_steppe_secrets | 612 | 83 | 14 | information | lore | The fourth well hummed and was filled. What is made under the hall is made on sweet ground, and counts double.
sunmane_steppe_secrets | 613 | 83 | 5 | storage | shared | A cache; it opens your shared storage.
sunmane_steppe_secrets | 614 | 5 | 4 | crafting_station | field | A bench for ordinary mixing and crafting.
sunmane_steppe_secrets | 615 | 10 | 4 | storage | shared | A cache; it opens your shared storage.
sunmane_steppe_secrets | 616 | 7 | 155 | training | combat | The butts list your recent combat results.
sunmane_steppe_secrets | 617 | 227 | 83 | water_source | refreshment | The spring is warm and mineral; it restores you.
sunmane_steppe_secrets | 618 | 292 | 157 | training | combat | Nothing casts within these stones. The post lists your recent combat results.
sunmane_steppe_secrets | 619 | 158 | 146 | water_source | refreshment | Cold water from the garden well.
# verdant_stair: secret entrances
verdant_stair | 500 | 141 | 158 | secret | maps.txt | An arch so grown with vine it reads as hedge.
verdant_stair | 501 | 105 | 199 | secret | maps.txt | A loose stone in the rock; something moves behind it.
verdant_stair | 502 | 309 | 281 | secret | maps.txt | An arch so grown with vine it reads as hedge.
verdant_stair | 503 | 254 | 136 | secret | maps.txt | An arch so grown with vine it reads as hedge.
verdant_stair | 504 | 138 | 113 | secret | maps.txt | A cracked flagstone that rings hollow underfoot.
verdant_stair | 505 | 214 | 106 | secret | maps.txt | A cellar hatch under the leaves.
verdant_stair | 506 | 281 | 267 | secret | maps.txt | A loose stone in the rock; something moves behind it.
verdant_stair | 507 | 328 | 234 | secret | key:Bright Feather | A shrine slab with fresh scratches where it has been slid aside.
verdant_stair | 508 | 283 | 302 | secret | maps.txt | An arch so grown with vine it reads as hedge.
verdant_stair | 509 | 257 | 270 | secret | key:Iron Rune | A cracked flagstone that rings hollow underfoot.
verdant_stair | 510 | 268 | 259 | secret | key:Storage Token | A cracked flagstone that rings hollow underfoot.
verdant_stair | 511 | 188 | 179 | secret | maps.txt | A loose stone in the rock; something moves behind it.
verdant_stair | 512 | 243 | 160 | secret | key:Iron Rune | A cracked flagstone that rings hollow underfoot.
verdant_stair_secrets | 600 | 76 | 86 | training | combat | Nothing casts within these stones. The post lists your recent combat results.
verdant_stair_secrets | 601 | 230 | 147 | water_source | refreshment | Cold water from the garden well.
verdant_stair_secrets | 602 | 292 | 75 | information | lore | The stair-house's under-room. Books read three times as fast.
verdant_stair_secrets | 603 | 301 | 75 | information | lore | The anchor stone was moved a few metres upslope. The rigger says the ropes were re-run the same night.
verdant_stair_secrets | 604 | 307 | 75 | information | lore | Nine were lost on the stair in one season, and the coal price doubled the next.
verdant_stair_secrets | 605 | 79 | 156 | training | combat | The butts list your recent combat results.
verdant_stair_secrets | 606 | 149 | 5 | crafting_station | field | A bench for ordinary mixing and crafting.
verdant_stair_secrets | 607 | 154 | 5 | storage | shared | A cache; it opens your shared storage.
verdant_stair_secrets | 608 | 293 | 141 | training | combat | The post lists your recent combat results.
verdant_stair_secrets | 609 | 76 | 12 | information | lore | The physick's bulb bed is where the venom bulbs are grown, not gathered. Nobody says so.
verdant_stair_secrets | 610 | 87 | 12 | information | lore | The anchor's empty socket still takes rain. The stair drains toward it.
verdant_stair_secrets | 611 | 76 | 10 | information | lore | The summit watch was built to watch the stair, not the sky.
verdant_stair_secrets | 612 | 82 | 6 | scenery_effect | relic | Opened with a feather from the canopy.
verdant_stair_secrets | 613 | 293 | 7 | information | lore | Rest here and the breath comes back twice as fast.
verdant_stair_secrets | 614 | 295 | 7 | information | lore | A rope crossing carries you where the walk grid says it does. If the deck is not walkable on the server you will not be let onto it.
verdant_stair_secrets | 615 | 300 | 12 | water_source | refreshment | Rainwater from the cistern.
verdant_stair_secrets | 616 | 231 | 11 | crafting_station | field | A bench for ordinary mixing and crafting.
verdant_stair_secrets | 617 | 227 | 15 | information | lore | The anchor stone moved and the stair kept its slope. What is made under the temple is counted twice, once for the work and once for the climb.
verdant_stair_secrets | 618 | 227 | 6 | storage | shared | A cache; it opens your shared storage.
verdant_stair_secrets | 619 | 11 | 12 | water_source | refreshment | The spring is warm and mineral; it restores you.
# verdant_stair_insides: secret entrances
verdant_stair_insides | 500 | 130 | 59 | secret | maps.txt | A cellar hatch under the leaves.
# westhaven: secret entrances
westhaven | 500 | 96 | 255 | secret | maps.txt | A cracked flagstone that rings hollow underfoot.
westhaven | 501 | 200 | 271 | secret | key:Shell | A shrine slab with fresh scratches where it has been slid aside.
westhaven | 502 | 113 | 220 | secret | maps.txt | An iron drain grate, its bolts drawn.
westhaven | 503 | 199 | 215 | secret | key:Storage Token | A cracked flagstone that rings hollow underfoot.
westhaven | 504 | 53 | 116 | secret | maps.txt | A loose stone in the rock; something moves behind it.
westhaven | 505 | 335 | 82 | secret | maps.txt | An arch so grown with vine it reads as hedge.
westhaven | 506 | 51 | 159 | secret | maps.txt | An iron drain grate, its bolts drawn.
westhaven | 507 | 257 | 291 | secret | maps.txt | A cellar hatch under the leaves.
westhaven | 508 | 272 | 196 | secret | maps.txt | A cellar hatch under the leaves.
westhaven | 509 | 299 | 176 | secret | maps.txt | A cellar hatch under the leaves.
westhaven | 510 | 126 | 65 | secret | maps.txt | A cave mouth the tide leaves open for an hour a day.
westhaven | 511 | 241 | 289 | secret | key:Iron Rune | A cracked flagstone that rings hollow underfoot.
westhaven | 512 | 89 | 183 | secret | key:Iron Rune | A cracked flagstone that rings hollow underfoot.
westhaven | 513 | 70 | 85 | secret | maps.txt | A cave mouth the tide leaves open for an hour a day.
westhaven_secrets | 600 | 292 | 75 | information | lore | The arcade's under-room. Books read three times as fast.
westhaven_secrets | 601 | 301 | 75 | information | lore | The post came back unopened. The reeve says that is the message.
westhaven_secrets | 602 | 307 | 75 | information | lore | Westhaven's berths: one to Crownwater, one to Amberwood. The crossing is a boat, not a road.
westhaven_secrets | 603 | 149 | 5 | crafting_station | field | A bench for ordinary mixing and crafting.
westhaven_secrets | 604 | 154 | 5 | storage | shared | A cache; it opens your shared storage.
westhaven_secrets | 605 | 76 | 12 | information | lore | The false countersign was chalked. The chalk washed off. The seal did not.
westhaven_secrets | 606 | 87 | 12 | information | lore | Someone probed the escrow with a returned letter. It was never opened, and it never needed to be.
westhaven_secrets | 607 | 76 | 10 | information | lore | The wreck assessor's book lists a hull that never sailed.
westhaven_secrets | 608 | 82 | 6 | scenery_effect | relic | The cathedral's relic room, opened with a shell.
westhaven_secrets | 609 | 76 | 86 | training | combat | Nothing casts within these stones. The post lists your recent combat results.
westhaven_secrets | 610 | 231 | 11 | crafting_station | field | A bench for ordinary mixing and crafting.
westhaven_secrets | 611 | 227 | 15 | information | lore | A countersign is checked against the seal-room book. What is made under the guild hall is entered twice, and counts twice.
westhaven_secrets | 612 | 227 | 6 | storage | shared | A cache; it opens your shared storage.
westhaven_secrets | 613 | 11 | 12 | water_source | refreshment | The spring is warm and mineral; it restores you.
westhaven_secrets | 614 | 293 | 7 | information | lore | Rest here and the breath comes back twice as fast.
westhaven_secrets | 615 | 295 | 7 | information | lore | The customs house weighs what walks and what rolls. A third added to a wagon on an island that sells bread and rope is not rope.
westhaven_secrets | 616 | 300 | 12 | water_source | refreshment | Rainwater from the cistern.
westhaven_secrets | 617 | 293 | 141 | training | combat | The post lists your recent combat results.
westhaven_secrets | 618 | 230 | 147 | water_source | refreshment | Cold water from the garden well.
westhaven_secrets | 619 | 79 | 156 | training | combat | The butts list your recent combat results.
# westhaven_insides: secret entrances
westhaven_insides | 500 | 146 | 189 | secret | maps.txt | A cellar hatch under the leaves.
# whitehorn_glacier_temple: secret entrances
whitehorn_glacier_temple | 500 | 167 | 179 | secret | key:Salt | A shrine slab with fresh scratches where it has been slid aside.
# whitehorn_range: secret entrances
whitehorn_range | 500 | 330 | 266 | secret | maps.txt | A loose stone in the rock; something moves behind it.
whitehorn_range | 501 | 171 | 196 | secret | maps.txt | A cellar hatch under the leaves.
whitehorn_range | 502 | 60 | 301 | secret | key:Iron Rune | A cairn built over nothing, or over something.
whitehorn_range | 503 | 154 | 96 | secret | maps.txt | A cairn built over nothing, or over something.
whitehorn_range | 504 | 240 | 307 | secret | maps.txt | A crack in the ice, wider than it looks, and warm air rising from it.
whitehorn_range | 505 | 121 | 65 | secret | maps.txt | A cellar hatch under the leaves.
whitehorn_range | 506 | 44 | 182 | secret | maps.txt | A crack in the ice, wider than it looks, and warm air rising from it.
whitehorn_range | 507 | 173 | 376 | secret | maps.txt | A crack in the ice, wider than it looks, and warm air rising from it.
whitehorn_range | 508 | 286 | 218 | secret | maps.txt | A crack in the ice, wider than it looks, and warm air rising from it.
whitehorn_range | 509 | 364 | 292 | secret | maps.txt | A cracked flagstone that rings hollow underfoot.
whitehorn_range | 510 | 236 | 289 | secret | maps.txt | A crack in the ice, wider than it looks, and warm air rising from it.
whitehorn_range | 511 | 209 | 359 | secret | maps.txt | A crack in the ice, wider than it looks, and warm air rising from it.
whitehorn_range | 512 | 243 | 353 | secret | key:Storage Token | A cracked flagstone that rings hollow underfoot.
whitehorn_range | 513 | 39 | 263 | secret | key:Iron Rune | A cairn built over nothing, or over something.
whitehorn_range_secrets | 600 | 79 | 156 | training | combat | The butts list your recent combat results.
whitehorn_range_secrets | 601 | 230 | 147 | water_source | refreshment | Cold water from the garden well.
whitehorn_range_secrets | 602 | 11 | 12 | water_source | refreshment | The spring is warm and mineral; it restores you.
whitehorn_range_secrets | 603 | 149 | 5 | crafting_station | field | A bench for ordinary mixing and crafting.
whitehorn_range_secrets | 604 | 154 | 5 | storage | shared | A cache; it opens your shared storage.
whitehorn_range_secrets | 605 | 76 | 86 | training | combat | Nothing casts within these stones. The post lists your recent combat results.
whitehorn_range_secrets | 606 | 76 | 12 | information | lore | The cascade watcher counted nineteen days of the snowline climbing. The aqueduct warden counted twenty.
whitehorn_range_secrets | 607 | 87 | 12 | information | lore | The mine was sunk for silver and found ice. The ice was worth more.
whitehorn_range_secrets | 608 | 76 | 10 | information | lore | The glacier temple's altar is a block of the glacier. It has not moved in a century; the glacier has.
whitehorn_range_secrets | 609 | 82 | 6 | scenery_effect | relic | The miners' relic room, opened with glacier salt.
whitehorn_range_secrets | 610 | 293 | 141 | training | combat | The post lists your recent combat results.
whitehorn_range_secrets | 611 | 292 | 75 | information | lore | The shrine's under-room. Books read three times as fast in the cold quiet.
whitehorn_range_secrets | 612 | 301 | 75 | information | lore | The snowline moved uphill nineteen days in one year. The cascade froze on the twentieth.
whitehorn_range_secrets | 613 | 307 | 75 | information | lore | Three passes leave the range, each cut level through the rim. The floor is walkable to the edge; the walls are not.
whitehorn_range_secrets | 614 | 293 | 7 | information | lore | Rest here and the breath comes back twice as fast.
whitehorn_range_secrets | 615 | 295 | 7 | information | lore | Cold protection is a spell and a cape. The range takes a point of health an hour from anyone with neither.
whitehorn_range_secrets | 616 | 300 | 12 | water_source | refreshment | Rainwater from the cistern.
whitehorn_range_secrets | 617 | 231 | 11 | crafting_station | field | A bench for ordinary mixing and crafting.
whitehorn_range_secrets | 618 | 227 | 15 | information | lore | The snowline is read against stones the votaries set. What is made under the temple is measured before it is trusted, and counts double.
whitehorn_range_secrets | 619 | 227 | 6 | storage | shared | A cache; it opens your shared storage.
# amberwood_secrets: furniture
# amethyst_barrens_secrets: furniture
# crownwater_secrets: furniture
# four_gates_secrets: furniture
# grey_moors_secrets: furniture
# manymouth_delta_secrets: furniture
# mirrorhold_secrets: furniture
# ssarathi_ruins_secrets: furniture
# sunmane_steppe_secrets: furniture
# verdant_stair_secrets: furniture
# westhaven_secrets: furniture
# whitehorn_range_secrets: furniture
# --- end of the Nymara secrets ---

# --- Nymara gauntlets, written by tools/author_gauntlets.py ---
amberwood_gauntlet | 801 | 26 | 312 | gate | undercut | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet | 802 | 29 | 284 | gate | root-cellar | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet | 803 | 25 | 252 | gate | sap-bridge | An iron bar gate. It opens when the way behind you is quiet.
amberwood_gauntlet | 804 | 25 | 210 | gate | stump-stair | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet | 805 | 22 | 170 | gate | twin-hollows | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet | 806 | 11 | 148 | gate | twin-hollows | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet | 807 | 33 | 148 | gate | twin-hollows | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet | 808 | 22 | 100 | gate | lantern-walk | An iron bar gate. It opens when the way behind you is quiet.
amberwood_gauntlet | 809 | 22 | 60 | gate | boar-court | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet | 798 | 22 | 6 | cache | cache_amberwood_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
amberwood_gauntlet | 800 | 32 | 316 | waystone | home | The waystone home. Using it counts you out of the run.
amberwood_gauntlet | 799 | 27 | 12 | waystone | home | The waystone home.
amberwood_gauntlet | 861 | 21 | 314 | information | lore | Rules of the road: One party at a time on each road. Die and you wake outside; leave by a waystone and the road counts you out. The court is the end of it.
amberwood_gauntlet | 862 | 17 | 303 | information | lore | The charcoal road: Burners cut this road so the carts could run under the canopy in the rains. The boars found it before the carts did.
amberwood_gauntlet | 863 | 16 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
amberwood_gauntlet_2 | 801 | 26 | 312 | gate | undercut | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_2 | 802 | 29 | 284 | gate | root-cellar | A knot of roots grown across the way. It parts when the way behind you is quiet.
amberwood_gauntlet_2 | 803 | 25 | 252 | gate | sap-bridge | An iron bar gate. It opens when the way behind you is quiet.
